TransactionID,UPI_ID,Amount,TransactionType,Location,Time,Device,IsFraud
TXN00957,lflores@upi,22926.99,Send Money,Mumbai,21:36:25,iOS,0
TXN00958,joyce03@upi,49588.73,Send Money,Delhi,03:57:54,Android,1
TXN00959,richardsonbrent@upi,2257.62,Merchant Payment,Chennai,18:55:16,Android,0
TXN00960,mpoole@upi,47021.56,Bill Payment,Bangalore,23:29:08,Android,1
TXN00961,gcross@upi,24474.73,Send Money,Hyderabad,20:04:48,iOS,0
TXN00962,matthew93@upi,32907.55,Send Money,Bangalore,21:23:55,iOS,0
TXN00963,sarahbishop@upi,16418.37,Merchant Payment,Mumbai,03:58:06,iOS,0
TXN00964,gabrielcarter@upi,9829.0,Send Money,Mumbai,20:01:43,Android,0
TXN00965,john47@upi,36814.63,Bill Payment,Kolkata,01:07:48,Android,1
TXN00966,ericjackson@upi,20144.76,Merchant Payment,Mumbai,21:37:39,Android,0
TXN00967,ashleygray@upi,7069.76,Bill Payment,Hyderabad,05:38:43,Android,0
TXN00968,diazjoshua@upi,10943.3,Send Money,Kolkata,07:13:19,iOS,0
TXN00969,ginaosborn@upi,30196.51,Bill Payment,Kolkata,19:46:40,Android,0
TXN00970,zachary43@upi,12647.39,Bill Payment,Bangalore,19:38:23,iOS,0
TXN00971,tiffany38@upi,27843.68,Merchant Payment,Chennai,16:08:22,Android,0
TXN00972,michaeljackson@upi,49426.2,Merchant Payment,Mumbai,07:12:14,Android,0
TXN00973,aaron46@upi,43704.85,Merchant Payment,Kolkata,02:36:21,iOS,1
TXN00974,riveralisa@upi,42.66,Merchant Payment,Delhi,06:18:28,iOS,0
TXN00975,lynchjoy@upi,18832.75,Send Money,Kolkata,05:19:43,iOS,0
TXN00976,mahoneysharon@upi,17567.46,Send Money,Delhi,21:11:22,iOS,0
TXN00977,phillip63@upi,2012.56,Bill Payment,Bangalore,01:16:53,iOS,0
TXN00978,calvinturner@upi,29501.49,Send Money,Mumbai,06:38:26,iOS,0
TXN00979,dean70@upi,7733.07,Bill Payment,Kolkata,02:28:42,iOS,0
TXN00980,patrick98@upi,35207.12,Send Money,Delhi,08:09:09,Android,0
TXN00981,xbennett@upi,23789.63,Merchant Payment,Chennai,19:55:15,iOS,0
TXN00982,rreeves@upi,17027.17,Merchant Payment,Hyderabad,10:17:45,Android,0
TXN00983,stephenmiller@upi,25497.6,Merchant Payment,Chennai,22:12:24,Android,0
TXN00984,allison10@upi,13930.75,Send Money,Hyderabad,22:37:32,Android,0
TXN00985,chambersjonathan@upi,8042.37,Merchant Payment,Bangalore,02:20:18,iOS,0
TXN00986,gdavidson@upi,16806.99,Send Money,Chennai,18:06:55,iOS,0
TXN00987,pthomas@upi,9465.06,Merchant Payment,Kolkata,16:51:29,iOS,0
TXN00988,croberts@upi,40074.27,Bill Payment,Bangalore,11:11:59,Android,0
TXN00989,michael63@upi,32579.27,Send Money,Delhi,15:43:47,Android,0
TXN00990,xmarks@upi,41754.95,Bill Payment,Kolkata,00:23:06,iOS,1
TXN00991,cgarcia@upi,15909.3,Send Money,Bangalore,18:24:02,iOS,0
TXN00992,parkdustin@upi,14147.23,Merchant Payment,Bangalore,17:33:21,iOS,0
TXN00993,thomasgreen@upi,48075.0,Merchant Payment,Bangalore,20:36:06,Android,0
TXN00994,michelle07@upi,30577.07,Merchant Payment,Kolkata,12:44:16,iOS,0
TXN00995,pacetimothy@upi,47358.6,Merchant Payment,Hyderabad,13:51:34,iOS,0
TXN00996,bakeradam@upi,45647.42,Bill Payment,Chennai,22:49:58,iOS,0
TXN00997,gflores@upi,27155.64,Merchant Payment,Hyderabad,13:06:58,iOS,0
TXN00998,jasminjohnson@upi,13913.68,Bill Payment,Bangalore,09:42:28,iOS,0
TXN00999,huynhjose@upi,17175.9,Send Money,Hyderabad,03:44:08,iOS,0
TXN01000,kellygordon@upi,22646.16,Bill Payment,Hyderabad,04:45:55,Android,0
